"Monitoring Location ID","Activity ID","Activity Start Date","Analysis Start Date","Subject Taxonomic Name","Laboratory Name","Result Comment"
17322,"2023053_BioResults","10/24/2023","10/24/2023","Maccaffertium","EcoAnalysts","Moderately Wanted Taxa"
18413,"2023054_BioResults","10/24/2023","10/24/2023","Maccaffertium","EcoAnalysts","Moderately Wanted Taxa"
15314,"2023026_BioResults","5/5/2023","5/5/2023","Maccaffertium","EcoAnalysts","Moderately Wanted Taxa"
17333,"2023059_BioResults","9/16/2023","9/16/2023","Maccaffertium","EcoAnalysts","Moderately Wanted Taxa"
16995,"2023047_BioResults","10/28/2023","10/28/2023","Maccaffertium","EcoAnalysts","Moderately Wanted Taxa"
20486,"2023057_BioResults","9/17/2023","9/17/2023","Maccaffertium","EcoAnalysts","Moderately Wanted Taxa"
20887,"2023041_BioResults","9/17/2023","9/17/2023","Maccaffertium","EcoAnalysts","Moderately Wanted Taxa"
17992,"2023024_BioResults","9/6/2023","9/6/2023","Maccaffertium","EcoAnalysts","Moderately Wanted Taxa"
20375,"2023052_BioResults","10/31/2023","10/31/2023","Maccaffertium","EcoAnalysts","Moderately Wanted Taxa"
18409,"2023001_BioResults","10/17/2023","10/17/2023","Maccaffertium","EcoAnalysts","Moderately Wanted Taxa"
20886,"2023039_BioResults","10/26/2023","10/26/2023","Maccaffertium","EcoAnalysts","Moderately Wanted Taxa"
17867,"2023012_BioResults","11/12/2023","11/12/2023","Maccaffertium","EcoAnalysts","Moderately Wanted Taxa"
15313,"2023029_BioResults","4/28/2023","4/28/2023","Maccaffertium","EcoAnalysts","Moderately Wanted Taxa"
20154,"2023058_BioResults","9/16/2023","9/16/2023","Maccaffertium","EcoAnalysts","Moderately Wanted Taxa"
18922,"2023045_BioResults","9/25/2023","9/25/2023","Maccaffertium pudicum","EcoAnalysts","Moderately Wanted Taxa"
20885,"2023038_BioResults","9/19/2023","9/19/2023","Maccaffertium pudicum","EcoAnalysts","Moderately Wanted Taxa"
15594,"2023048_BioResults","10/28/2023","10/28/2023","Maccaffertium pudicum","EcoAnalysts","Moderately Wanted Taxa"
20126,"2023028_BioResults","11/3/2023","11/3/2023","Maccaffertium pudicum","EcoAnalysts","Moderately Wanted Taxa"
16861,"2023042_BioResults","10/31/2023","10/31/2023","Maccaffertium pudicum","EcoAnalysts","Moderately Wanted Taxa"
20879,"2023015_BioResults","11/30/2023","11/30/2023","Maccaffertium pudicum","EcoAnalysts","Moderately Wanted Taxa"
15680,"2023043_BioResults","9/20/2023","9/20/2023","Maccaffertium pudicum","EcoAnalysts","Moderately Wanted Taxa"
20375,"2023052_BioResults","10/31/2023","10/31/2023","Maccaffertium pudicum","EcoAnalysts","Moderately Wanted Taxa"
20371,"2023049_BioResults","10/28/2023","10/28/2023","Maccaffertium pudicum","EcoAnalysts","Moderately Wanted Taxa"
20882,"2023018_BioResults","11/3/2023","11/3/2023","Maccaffertium pudicum","EcoAnalysts","Moderately Wanted Taxa"
16999,"2023002_BioResults","10/29/2023","10/29/2023","Maccaffertium vicarium","EcoAnalysts","Moderately Wanted Taxa"
20881,"2023017_BioResults","10/1/2023","10/1/2023","Maccaffertium vicarium","EcoAnalysts","Moderately Wanted Taxa"
14396,"2023008_BioResults","10/18/2023","10/18/2023","Maccaffertium vicarium","EcoAnalysts","Moderately Wanted Taxa"
20878,"2023013_BioResults","10/23/2023","10/23/2023","Nematoda","EcoAnalysts","Not Categorized - Other Taxa"
17731,"2023009_BioResults","10/16/2023","10/16/2023","Agnetina","EcoAnalysts","MOST Wanted Taxa"
20126,"2023028_BioResults","11/3/2023","11/3/2023","Hesperoconopa","EcoAnalysts","Not Categorized - Other Taxa"
16861,"2023042_BioResults","10/31/2023","10/31/2023","Rhyacophila acutiloba","EcoAnalysts","MOST Wanted Taxa"
20880,"2023016_BioResults","11/17/2023","11/17/2023","Taenionema","EcoAnalysts","MOST Wanted Taxa"
17867,"2023012_BioResults","11/12/2023","11/12/2023","Capniidae","EcoAnalysts","MOST Wanted Taxa"
14396,"2023008_BioResults","10/18/2023","10/18/2023","Capniidae","EcoAnalysts","MOST Wanted Taxa"
20880,"2023016_BioResults","11/17/2023","11/17/2023","Capniidae","EcoAnalysts","MOST Wanted Taxa"
20877,"2023011_BioResults","11/15/2023","11/15/2023","Capniidae","EcoAnalysts","MOST Wanted Taxa"
18871,"2023005_BioResults","11/12/2023","11/12/2023","Capniidae","EcoAnalysts","MOST Wanted Taxa"
20883,"2023020_BioResults","11/3/2023","11/3/2023","Capniidae","EcoAnalysts","MOST Wanted Taxa"
15501,"2023021_BioResults","10/27/2023","10/27/2023","Capniidae","EcoAnalysts","MOST Wanted Taxa"
16995,"2023047_BioResults","10/28/2023","10/28/2023","Capniidae","EcoAnalysts","MOST Wanted Taxa"
17731,"2023009_BioResults","10/16/2023","10/16/2023","Capniidae","EcoAnalysts","MOST Wanted Taxa"
17650,"2023014_BioResults","10/26/2023","10/26/2023","Capniidae","EcoAnalysts","MOST Wanted Taxa"
20879,"2023015_BioResults","11/30/2023","11/30/2023","Leuctridae","EcoAnalysts","MOST Wanted Taxa"
20666,"2023037_BioResults","10/4/2023","10/4/2023","Leuctra","EcoAnalysts","MOST Wanted Taxa"
20375,"2023052_BioResults","10/31/2023","10/31/2023","Leuctra","EcoAnalysts","MOST Wanted Taxa"
20879,"2023015_BioResults","11/30/2023","11/30/2023","Nemouridae","EcoAnalysts","MOST Wanted Taxa"
20126,"2023033_BioResults","5/5/2023","5/5/2023","Amphinemura","EcoAnalysts","MOST Wanted Taxa"
19215,"2023027_BioResults","10/27/2023","10/27/2023","Tallaperla","EcoAnalysts","MOST Wanted Taxa"
15314,"2023019_BioResults","10/27/2023","10/27/2023","Tallaperla","EcoAnalysts","MOST Wanted Taxa"
17867,"2023012_BioResults","11/12/2023","11/12/2023","Tallaperla","EcoAnalysts","MOST Wanted Taxa"
20375,"2023052_BioResults","10/31/2023","10/31/2023","Tallaperla","EcoAnalysts","MOST Wanted Taxa"
20126,"2023028_BioResults","11/3/2023","11/3/2023","Tallaperla","EcoAnalysts","MOST Wanted Taxa"
17731,"2023009_BioResults","10/16/2023","10/16/2023","Tallaperla","EcoAnalysts","MOST Wanted Taxa"
17650,"2023014_BioResults","10/26/2023","10/26/2023","Tallaperla","EcoAnalysts","MOST Wanted Taxa"
20885,"2023038_BioResults","9/19/2023","9/19/2023","Tallaperla","EcoAnalysts","MOST Wanted Taxa"
18694,"2023025_BioResults","5/5/2023","5/5/2023","Tallaperla","EcoAnalysts","MOST Wanted Taxa"
15680,"2023043_BioResults","9/20/2023","9/20/2023","Tallaperla","EcoAnalysts","MOST Wanted Taxa"
17333,"2023059_BioResults","9/16/2023","9/16/2023","Tallaperla","EcoAnalysts","MOST Wanted Taxa"
18922,"2023045_BioResults","9/25/2023","9/25/2023","Tallaperla","EcoAnalysts","MOST Wanted Taxa"
20884,"2023031_BioResults","11/3/2023","11/3/2023","Tallaperla","EcoAnalysts","MOST Wanted Taxa"
20880,"2023016_BioResults","11/17/2023","11/17/2023","Tallaperla","EcoAnalysts","MOST Wanted Taxa"
20373,"2023007_BioResults","9/9/2023","9/9/2023","Tallaperla","EcoAnalysts","MOST Wanted Taxa"
14842,"2023036_BioResults","10/16/2023","10/16/2023","Tallaperla","EcoAnalysts","MOST Wanted Taxa"
20666,"2023037_BioResults","10/4/2023","10/4/2023","Tallaperla","EcoAnalysts","MOST Wanted Taxa"
20879,"2023015_BioResults","11/30/2023","11/30/2023","Tallaperla","EcoAnalysts","MOST Wanted Taxa"
20881,"2023017_BioResults","10/1/2023","10/1/2023","Tallaperla","EcoAnalysts","MOST Wanted Taxa"
15594,"2023048_BioResults","10/28/2023","10/28/2023","Tallaperla","EcoAnalysts","MOST Wanted Taxa"
20486,"2023057_BioResults","9/17/2023","9/17/2023","Tallaperla","EcoAnalysts","MOST Wanted Taxa"
20882,"2023018_BioResults","11/3/2023","11/3/2023","Tallaperla","EcoAnalysts","MOST Wanted Taxa"
19214,"2023022_BioResults","10/27/2023","10/27/2023","Tallaperla","EcoAnalysts","MOST Wanted Taxa"
16861,"2023042_BioResults","10/31/2023","10/31/2023","Pteronarcys","EcoAnalysts","MOST Wanted Taxa"
20879,"2023015_BioResults","11/30/2023","11/30/2023","Taeniopterygidae","EcoAnalysts","MOST Wanted Taxa"
17867,"2023012_BioResults","11/12/2023","11/12/2023","Taeniopterygidae","EcoAnalysts","MOST Wanted Taxa"
20880,"2023016_BioResults","11/17/2023","11/17/2023","Taeniopterygidae","EcoAnalysts","MOST Wanted Taxa"
16999,"2023002_BioResults","10/29/2023","10/29/2023","Taeniopterygidae","EcoAnalysts","MOST Wanted Taxa"
17731,"2023009_BioResults","10/16/2023","10/16/2023","Paracapnia","EcoAnalysts","MOST Wanted Taxa"
20880,"2023016_BioResults","11/17/2023","11/17/2023","Paracapnia","EcoAnalysts","MOST Wanted Taxa"
17867,"2023012_BioResults","11/12/2023","11/12/2023","Taeniopteryx","EcoAnalysts","MOST Wanted Taxa"
20876,"2023010_BioResults","11/16/2023","11/16/2023","Taeniopteryx","EcoAnalysts","MOST Wanted Taxa"
16999,"2023002_BioResults","10/29/2023","10/29/2023","Taeniopteryx","EcoAnalysts","MOST Wanted Taxa"
20877,"2023011_BioResults","11/15/2023","11/15/2023","Taeniopteryx","EcoAnalysts","MOST Wanted Taxa"
20879,"2023015_BioResults","11/30/2023","11/30/2023","Taeniopteryx","EcoAnalysts","MOST Wanted Taxa"
20880,"2023016_BioResults","11/17/2023","11/17/2023","Taeniopteryx","EcoAnalysts","MOST Wanted Taxa"
14842,"2023036_BioResults","10/16/2023","10/16/2023","Taeniopteryx","EcoAnalysts","MOST Wanted Taxa"
18871,"2023005_BioResults","11/12/2023","11/12/2023","Taeniopteryx","EcoAnalysts","MOST Wanted Taxa"
20882,"2023018_BioResults","11/3/2023","11/3/2023","Taeniopteryx","EcoAnalysts","MOST Wanted Taxa"
18409,"2023001_BioResults","10/17/2023","10/17/2023","Chloroperlidae","EcoAnalysts","MOST Wanted Taxa"
20879,"2023015_BioResults","11/30/2023","11/30/2023","Sweltsa","EcoAnalysts","MOST Wanted Taxa"
15680,"2023043_BioResults","9/20/2023","9/20/2023","Sweltsa","EcoAnalysts","MOST Wanted Taxa"
14842,"2023036_BioResults","10/16/2023","10/16/2023","Sweltsa","EcoAnalysts","MOST Wanted Taxa"
20885,"2023038_BioResults","9/19/2023","9/19/2023","Sweltsa","EcoAnalysts","MOST Wanted Taxa"
18961,"2023032_BioResults","4/28/2023","4/28/2023","Sweltsa","EcoAnalysts","MOST Wanted Taxa"
14396,"2023008_BioResults","10/18/2023","10/18/2023","Sweltsa","EcoAnalysts","MOST Wanted Taxa"
20887,"2023041_BioResults","9/17/2023","9/17/2023","Sweltsa","EcoAnalysts","MOST Wanted Taxa"
20666,"2023037_BioResults","10/4/2023","10/4/2023","Sweltsa","EcoAnalysts","MOST Wanted Taxa"
20880,"2023016_BioResults","11/17/2023","11/17/2023","Sweltsa","EcoAnalysts","MOST Wanted Taxa"
16121,"2023003_BioResults","9/16/2023","9/16/2023","Sweltsa","EcoAnalysts","MOST Wanted Taxa"
20373,"2023007_BioResults","9/9/2023","9/9/2023","Sweltsa","EcoAnalysts","MOST Wanted Taxa"
17333,"2023059_BioResults","9/16/2023","9/16/2023","Sweltsa","EcoAnalysts","MOST Wanted Taxa"
20375,"2023052_BioResults","10/31/2023","10/31/2023","Perlidae","EcoAnalysts","MOST Wanted Taxa"
15314,"2023019_BioResults","10/27/2023","10/27/2023","Perlidae","EcoAnalysts","MOST Wanted Taxa"
20666,"2023037_BioResults","10/4/2023","10/4/2023","Perlidae","EcoAnalysts","MOST Wanted Taxa"
20882,"2023018_BioResults","11/3/2023","11/3/2023","Perlidae","EcoAnalysts","MOST Wanted Taxa"
20879,"2023015_BioResults","11/30/2023","11/30/2023","Perlidae","EcoAnalysts","MOST Wanted Taxa"
15501,"2023021_BioResults","10/27/2023","10/27/2023","Perlidae","EcoAnalysts","MOST Wanted Taxa"
20886,"2023039_BioResults","10/26/2023","10/26/2023","Acroneuria","EcoAnalysts","MOST Wanted Taxa"
18413,"2023054_BioResults","10/24/2023","10/24/2023","Acroneuria","EcoAnalysts","MOST Wanted Taxa"
17333,"2023059_BioResults","9/16/2023","9/16/2023","Acroneuria","EcoAnalysts","MOST Wanted Taxa"
20154,"2023058_BioResults","9/16/2023","9/16/2023","Acroneuria","EcoAnalysts","MOST Wanted Taxa"
20486,"2023057_BioResults","9/17/2023","9/17/2023","Acroneuria","EcoAnalysts","MOST Wanted Taxa"
17322,"2023053_BioResults","10/24/2023","10/24/2023","Acroneuria","EcoAnalysts","MOST Wanted Taxa"
16861,"2023042_BioResults","10/31/2023","10/31/2023","Acroneuria","EcoAnalysts","MOST Wanted Taxa"
16379,"2023044_BioResults","10/8/2023","10/8/2023","Acroneuria","EcoAnalysts","MOST Wanted Taxa"
18495,"2023051_BioResults","10/24/2023","10/24/2023","Acroneuria","EcoAnalysts","MOST Wanted Taxa"
18993,"2023056_BioResults","9/16/2023","9/16/2023","Acroneuria","EcoAnalysts","MOST Wanted Taxa"
15680,"2023043_BioResults","9/20/2023","9/20/2023","Acroneuria","EcoAnalysts","MOST Wanted Taxa"
20126,"2023028_BioResults","11/3/2023","11/3/2023","Acroneuria","EcoAnalysts","MOST Wanted Taxa"
20882,"2023018_BioResults","11/3/2023","11/3/2023","Acroneuria","EcoAnalysts","MOST Wanted Taxa"
16999,"2023002_BioResults","10/29/2023","10/29/2023","Acroneuria","EcoAnalysts","MOST Wanted Taxa"
20881,"2023017_BioResults","10/1/2023","10/1/2023","Acroneuria","EcoAnalysts","MOST Wanted Taxa"
14435,"2023035_BioResults","9/2/2023","9/2/2023","Acroneuria","EcoAnalysts","MOST Wanted Taxa"
14842,"2023036_BioResults","10/16/2023","10/16/2023","Acroneuria","EcoAnalysts","MOST Wanted Taxa"
19214,"2023034_BioResults","4/28/2023","4/28/2023","Acroneuria","EcoAnalysts","MOST Wanted Taxa"
20886,"2023039_BioResults","10/26/2023","10/26/2023","Acroneuria abnormis","EcoAnalysts","MOST Wanted Taxa"
14396,"2023008_BioResults","10/18/2023","10/18/2023","Acroneuria abnormis","EcoAnalysts","MOST Wanted Taxa"
19214,"2023034_BioResults","4/28/2023","4/28/2023","Acroneuria abnormis","EcoAnalysts","MOST Wanted Taxa"
14435,"2023035_BioResults","9/2/2023","9/2/2023","Acroneuria abnormis","EcoAnalysts","MOST Wanted Taxa"
20373,"2023007_BioResults","9/9/2023","9/9/2023","Acroneuria abnormis","EcoAnalysts","MOST Wanted Taxa"
18871,"2023005_BioResults","11/12/2023","11/12/2023","Acroneuria abnormis","EcoAnalysts","MOST Wanted Taxa"
16995,"2023047_BioResults","10/28/2023","10/28/2023","Acroneuria abnormis","EcoAnalysts","MOST Wanted Taxa"
20884,"2023031_BioResults","11/3/2023","11/3/2023","Acroneuria abnormis","EcoAnalysts","MOST Wanted Taxa"
20881,"2023017_BioResults","10/1/2023","10/1/2023","Acroneuria abnormis","EcoAnalysts","MOST Wanted Taxa"
15501,"2023021_BioResults","10/27/2023","10/27/2023","Acroneuria abnormis","EcoAnalysts","MOST Wanted Taxa"
19214,"2023022_BioResults","10/27/2023","10/27/2023","Acroneuria abnormis","EcoAnalysts","MOST Wanted Taxa"
19455,"2023006_BioResults","10/17/2023","10/17/2023","Acroneuria abnormis","EcoAnalysts","MOST Wanted Taxa"
15313,"2023029_BioResults","4/28/2023","4/28/2023","Acroneuria abnormis","EcoAnalysts","MOST Wanted Taxa"
20883,"2023020_BioResults","11/3/2023","11/3/2023","Acroneuria abnormis","EcoAnalysts","MOST Wanted Taxa"
17022,"2023004_BioResults","9/9/2023","9/9/2023","Acroneuria abnormis","EcoAnalysts","MOST Wanted Taxa"
18694,"2023025_BioResults","5/5/2023","5/5/2023","Acroneuria abnormis","EcoAnalysts","MOST Wanted Taxa"
18961,"2023032_BioResults","4/28/2023","4/28/2023","Acroneuria abnormis","EcoAnalysts","MOST Wanted Taxa"
20154,"2023058_BioResults","9/16/2023","9/16/2023","Acroneuria abnormis","EcoAnalysts","MOST Wanted Taxa"
14842,"2023036_BioResults","10/16/2023","10/16/2023","Acroneuria abnormis","EcoAnalysts","MOST Wanted Taxa"
18409,"2023001_BioResults","10/17/2023","10/17/2023","Acroneuria abnormis","EcoAnalysts","MOST Wanted Taxa"
16121,"2023003_BioResults","9/16/2023","9/16/2023","Acroneuria abnormis","EcoAnalysts","MOST Wanted Taxa"
15680,"2023043_BioResults","9/20/2023","9/20/2023","Acroneuria abnormis","EcoAnalysts","MOST Wanted Taxa"
17992,"2023024_BioResults","9/6/2023","9/6/2023","Acroneuria abnormis","EcoAnalysts","MOST Wanted Taxa"
16999,"2023002_BioResults","10/29/2023","10/29/2023","Brachycentrus appalachia","EcoAnalysts","MOST Wanted Taxa"
16121,"2023003_BioResults","9/16/2023","9/16/2023","Brachycentrus appalachia","EcoAnalysts","MOST Wanted Taxa"
20879,"2023015_BioResults","11/30/2023","11/30/2023","Ceratopogoninae","EcoAnalysts","Not Categorized - Other Taxa"
20887,"2023041_BioResults","9/17/2023","9/17/2023","Ceratopogoninae","EcoAnalysts","Not Categorized - Other Taxa"
17731,"2023009_BioResults","10/16/2023","10/16/2023","Eccoptura xanthenes","EcoAnalysts","MOST Wanted Taxa"
20375,"2023052_BioResults","10/31/2023","10/31/2023","Eccoptura xanthenes","EcoAnalysts","MOST Wanted Taxa"
19215,"2023027_BioResults","10/27/2023","10/27/2023","Eccoptura xanthenes","EcoAnalysts","MOST Wanted Taxa"
20126,"2023028_BioResults","11/3/2023","11/3/2023","Eccoptura xanthenes","EcoAnalysts","MOST Wanted Taxa"
20876,"2023010_BioResults","11/16/2023","11/16/2023","Eccoptura xanthenes","EcoAnalysts","MOST Wanted Taxa"
20880,"2023016_BioResults","11/17/2023","11/17/2023","Eccoptura xanthenes","EcoAnalysts","MOST Wanted Taxa"
20486,"2023057_BioResults","9/17/2023","9/17/2023","Eccoptura xanthenes","EcoAnalysts","MOST Wanted Taxa"
19215,"2023023_BioResults","4/28/2023","4/28/2023","Eccoptura xanthenes","EcoAnalysts","MOST Wanted Taxa"
20879,"2023015_BioResults","11/30/2023","11/30/2023","Eccoptura xanthenes","EcoAnalysts","MOST Wanted Taxa"
20371,"2023049_BioResults","10/28/2023","10/28/2023","Eccoptura xanthenes","EcoAnalysts","MOST Wanted Taxa"
20887,"2023041_BioResults","9/17/2023","9/17/2023","Eccoptura xanthenes","EcoAnalysts","MOST Wanted Taxa"
20373,"2023007_BioResults","9/9/2023","9/9/2023","Eccoptura xanthenes","EcoAnalysts","MOST Wanted Taxa"
17650,"2023014_BioResults","10/26/2023","10/26/2023","Eccoptura xanthenes","EcoAnalysts","MOST Wanted Taxa"
20887,"2023041_BioResults","9/17/2023","9/17/2023","Paragnetina","EcoAnalysts","MOST Wanted Taxa"
19215,"2023027_BioResults","10/27/2023","10/27/2023","Paragnetina media","EcoAnalysts","MOST Wanted Taxa"
18495,"2023051_BioResults","10/24/2023","10/24/2023","Paragnetina media","EcoAnalysts","MOST Wanted Taxa"
20154,"2023058_BioResults","9/16/2023","9/16/2023","Paragnetina media","EcoAnalysts","MOST Wanted Taxa"
19214,"2023022_BioResults","10/27/2023","10/27/2023","Paragnetina media","EcoAnalysts","MOST Wanted Taxa"
19215,"2023023_BioResults","4/28/2023","4/28/2023","Paragnetina media","EcoAnalysts","MOST Wanted Taxa"
17650,"2023014_BioResults","10/26/2023","10/26/2023","Paragnetina media","EcoAnalysts","MOST Wanted Taxa"
20883,"2023020_BioResults","11/3/2023","11/3/2023","Paragnetina media","EcoAnalysts","MOST Wanted Taxa"
16999,"2023002_BioResults","10/29/2023","10/29/2023","Paragnetina media","EcoAnalysts","MOST Wanted Taxa"
17333,"2023059_BioResults","9/16/2023","9/16/2023","Perlodidae","EcoAnalysts","MOST Wanted Taxa"
20880,"2023016_BioResults","11/17/2023","11/17/2023","Perlodidae","EcoAnalysts","MOST Wanted Taxa"
20885,"2023038_BioResults","9/19/2023","9/19/2023","Perlodidae","EcoAnalysts","MOST Wanted Taxa"
20882,"2023018_BioResults","11/3/2023","11/3/2023","Perlodidae","EcoAnalysts","MOST Wanted Taxa"
20126,"2023033_BioResults","5/5/2023","5/5/2023","Isoperla","EcoAnalysts","MOST Wanted Taxa"
15314,"2023026_BioResults","5/5/2023","5/5/2023","Isoperla","EcoAnalysts","MOST Wanted Taxa"
19215,"2023023_BioResults","4/28/2023","4/28/2023","Isoperla","EcoAnalysts","MOST Wanted Taxa"
20492,"2023030_BioResults","5/5/2023","5/5/2023","Isoperla","EcoAnalysts","MOST Wanted Taxa"
14608,"2023040_BioResults","10/14/2023","10/14/2023","Isoperla","EcoAnalysts","MOST Wanted Taxa"
20882,"2023018_BioResults","11/3/2023","11/3/2023","Calopteryx","EcoAnalysts","Moderately Wanted Taxa"
15314,"2023019_BioResults","10/27/2023","10/27/2023","Calopteryx","EcoAnalysts","Moderately Wanted Taxa"
19214,"2023022_BioResults","10/27/2023","10/27/2023","Calopteryx","EcoAnalysts","Moderately Wanted Taxa"
20375,"2023052_BioResults","10/31/2023","10/31/2023","Calopteryx","EcoAnalysts","Moderately Wanted Taxa"
19215,"2023027_BioResults","10/27/2023","10/27/2023","Calopteryx","EcoAnalysts","Moderately Wanted Taxa"
18413,"2023054_BioResults","10/24/2023","10/24/2023","Calopteryx","EcoAnalysts","Moderately Wanted Taxa"
20886,"2023039_BioResults","10/26/2023","10/26/2023","Coenagrionidae","EcoAnalysts","Moderately Wanted Taxa"
15680,"2023043_BioResults","9/20/2023","9/20/2023","Limnochares","EcoAnalysts","Not Categorized - Other Taxa"
20876,"2023010_BioResults","11/16/2023","11/16/2023","Torrenticola","EcoAnalysts","Not Categorized - Other Taxa"
20888,"2023046_BioResults","11/9/2023","11/9/2023","Caenis","EcoAnalysts","Not Categorized - Other Taxa"
20880,"2023016_BioResults","11/17/2023","11/17/2023","Baetidae","EcoAnalysts","Not Categorized - Other Taxa"
20886,"2023039_BioResults","10/26/2023","10/26/2023","Baetidae","EcoAnalysts","Not Categorized - Other Taxa"
20126,"2023033_BioResults","5/5/2023","5/5/2023","Baetidae","EcoAnalysts","Not Categorized - Other Taxa"
20373,"2023007_BioResults","9/9/2023","9/9/2023","Baetis","EcoAnalysts","Not Categorized - Other Taxa"
15594,"2023048_BioResults","10/28/2023","10/28/2023","Baetis","EcoAnalysts","Not Categorized - Other Taxa"
14608,"2023040_BioResults","10/14/2023","10/14/2023","Baetis","EcoAnalysts","Not Categorized - Other Taxa"
14435,"2023035_BioResults","9/2/2023","9/2/2023","Baetis intercalaris","EcoAnalysts","Not Categorized - Other Taxa"
20887,"2023041_BioResults","9/17/2023","9/17/2023","Baetis intercalaris","EcoAnalysts","Not Categorized - Other Taxa"
17731,"2023009_BioResults","10/16/2023","10/16/2023","Baetis tricaudatus","EcoAnalysts","Not Categorized - Other Taxa"
20154,"2023058_BioResults","9/16/2023","9/16/2023","Baetis tricaudatus","EcoAnalysts","Not Categorized - Other Taxa"
14842,"2023036_BioResults","10/16/2023","10/16/2023","Baetis tricaudatus","EcoAnalysts","Not Categorized - Other Taxa"
14435,"2023035_BioResults","9/2/2023","9/2/2023","Baetis tricaudatus","EcoAnalysts","Not Categorized - Other Taxa"
17333,"2023059_BioResults","9/16/2023","9/16/2023","Baetis tricaudatus","EcoAnalysts","Not Categorized - Other Taxa"
20879,"2023015_BioResults","11/30/2023","11/30/2023","Baetis tricaudatus","EcoAnalysts","Not Categorized - Other Taxa"
20886,"2023039_BioResults","10/26/2023","10/26/2023","Baetis tricaudatus","EcoAnalysts","Not Categorized - Other Taxa"
20486,"2023057_BioResults","9/17/2023","9/17/2023","Baetis tricaudatus","EcoAnalysts","Not Categorized - Other Taxa"
20887,"2023041_BioResults","9/17/2023","9/17/2023","Baetis tricaudatus","EcoAnalysts","Not Categorized - Other Taxa"
14608,"2023040_BioResults","10/14/2023","10/14/2023","Baetis tricaudatus","EcoAnalysts","Not Categorized - Other Taxa"
17022,"2023004_BioResults","9/9/2023","9/9/2023","Epeorus","EcoAnalysts","MOST Wanted Taxa"
18961,"2023032_BioResults","4/28/2023","4/28/2023","Epeorus","EcoAnalysts","MOST Wanted Taxa"
14842,"2023036_BioResults","10/16/2023","10/16/2023","Epeorus","EcoAnalysts","MOST Wanted Taxa"
18694,"2023025_BioResults","5/5/2023","5/5/2023","Epeorus","EcoAnalysts","MOST Wanted Taxa"
17333,"2023059_BioResults","9/16/2023","9/16/2023","Epeorus","EcoAnalysts","MOST Wanted Taxa"
20880,"2023016_BioResults","11/17/2023","11/17/2023","Epeorus","EcoAnalysts","MOST Wanted Taxa"
