Monitoring Location ID,Activity ID,Activity Start Date,Analysis Start Date,Subject Taxonomic Name,Laboratory Name,Result Comment
16123,2024004_BioResults,4/12/2024,4/12/2024,Sweltsa,EcoAnalysts,MOST Wanted Taxa
16324,2024032_BioResults,9/29/2024,9/29/2024,Sweltsa,EcoAnalysts,MOST Wanted Taxa
14396,2024030_BioResults,11/10/2024,11/10/2024,Sweltsa,EcoAnalysts,MOST Wanted Taxa
20976,2024020_BioResults,9/7/2024,9/7/2024,Sweltsa,EcoAnalysts,MOST Wanted Taxa
16696,2024047_BioResults,9/14/2024,9/14/2024,Sweltsa,EcoAnalysts,MOST Wanted Taxa
20796,2024033_BioResults,11/2/2024,11/2/2024,Sweltsa,EcoAnalysts,MOST Wanted Taxa
18694,2024016_BioResults,10/18/2024,10/18/2024,Sweltsa,EcoAnalysts,MOST Wanted Taxa
18818,2024006_BioResults,4/26/2024,4/26/2024,Sweltsa,EcoAnalysts,MOST Wanted Taxa
16697,2024051_BioResults,10/19/2024,10/19/2024,Sweltsa,EcoAnalysts,MOST Wanted Taxa
14396,2024030_BioResults,11/10/2024,11/10/2024,Acroneuria,EcoAnalysts,MOST Wanted Taxa
15249,2024050_BioResults,10/18/2024,10/18/2024,Acroneuria,EcoAnalysts,MOST Wanted Taxa
15313,2024010_BioResults,10/11/2024,10/11/2024,Acroneuria,EcoAnalysts,MOST Wanted Taxa
20051,2024021_BioResults,10/13/2024,10/13/2024,Acroneuria,EcoAnalysts,MOST Wanted Taxa
18495,2024037_BioResults,10/28/2024,10/28/2024,Acroneuria,EcoAnalysts,MOST Wanted Taxa
20980,2024048_BioResults,9/14/2024,9/14/2024,Acroneuria,EcoAnalysts,MOST Wanted Taxa
18413,2024036_BioResults,10/28/2024,10/28/2024,Acroneuria,EcoAnalysts,MOST Wanted Taxa
15249,2024062_BioResults,9/25/2024,9/25/2024,Acroneuria,EcoAnalysts,MOST Wanted Taxa
16121,2024025_BioResults,9/29/2024,9/29/2024,Acroneuria,EcoAnalysts,MOST Wanted Taxa
17322,2024035_BioResults,10/29/2024,10/29/2024,Acroneuria,EcoAnalysts,MOST Wanted Taxa
20982,2024044_BioResults,9/22/2024,9/22/2024,Acroneuria,EcoAnalysts,MOST Wanted Taxa
17978,2024028_BioResults,10/30/2024,10/30/2024,Acroneuria,EcoAnalysts,MOST Wanted Taxa
16696,2024047_BioResults,9/14/2024,9/14/2024,Acroneuria,EcoAnalysts,MOST Wanted Taxa
15313,2024010_BioResults,10/11/2024,10/11/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
18409,2024022_BioResults,10/16/2024,10/16/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
17992,2024018_BioResults,10/5/2024,10/5/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
20884,2024014_BioResults,10/18/2024,10/18/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
17978,2024028_BioResults,10/30/2024,10/30/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
18141,2024058_BioResults,11/4/2024,11/4/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
20975,2024005_BioResults,4/26/2024,4/26/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
19458,2024012_BioResults,10/11/2024,10/11/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
14396,2024030_BioResults,11/10/2024,11/10/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
15045,2024024_BioResults,9/21/2024,9/21/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
17975,2024026_BioResults,10/30/2024,10/30/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
16123,2024019_BioResults,9/7/2024,9/7/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
15764,2024061_BioResults,9/23/2024,9/23/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
19214,2024011_BioResults,10/11/2024,10/11/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
19214,2024007_BioResults,4/26/2024,4/26/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
15312,2024013_BioResults,10/18/2024,10/18/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
20492,2024008_BioResults,4/26/2024,4/26/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
19215,2024009_BioResults,10/11/2024,10/11/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
16123,2024004_BioResults,4/12/2024,4/12/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
18694,2024016_BioResults,10/18/2024,10/18/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
15280,2024057_BioResults,10/26/2024,10/26/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
15839,2024055_BioResults,10/13/2024,10/13/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
20884,2024003_BioResults,4/12/2024,4/12/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
19455,2024031_BioResults,10/16/2024,10/16/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
20051,2024021_BioResults,10/13/2024,10/13/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
20796,2024033_BioResults,11/2/2024,11/2/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
20976,2024020_BioResults,9/7/2024,9/7/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
20492,2024015_BioResults,10/18/2024,10/18/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
18838,2024027_BioResults,10/27/2024,10/27/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
20983,2024052_BioResults,11/6/2024,11/6/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
16324,2024032_BioResults,9/29/2024,9/29/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
18518,2024017_BioResults,9/7/2024,9/7/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
20979,2024056_BioResults,12/24/2024,12/24/2024,Acroneuria abnormis,EcoAnalysts,MOST Wanted Taxa
20983,2024052_BioResults,11/6/2024,11/6/2024,Brachycentrus appalachia,EcoAnalysts,MOST Wanted Taxa
15314,2024001_BioResults,4/12/2024,4/12/2024,Eccoptura xanthenes,EcoAnalysts,MOST Wanted Taxa
19215,2024002_BioResults,4/12/2024,4/12/2024,Eccoptura xanthenes,EcoAnalysts,MOST Wanted Taxa
18816,2024034_BioResults,10/27/2024,10/27/2024,Eccoptura xanthenes,EcoAnalysts,MOST Wanted Taxa
19215,2024009_BioResults,10/11/2024,10/11/2024,Eccoptura xanthenes,EcoAnalysts,MOST Wanted Taxa
20978,2024053_BioResults,11/16/2024,11/16/2024,Eccoptura xanthenes,EcoAnalysts,MOST Wanted Taxa
20673,2024023_BioResults,10/19/2024,10/19/2024,Eccoptura xanthenes,EcoAnalysts,MOST Wanted Taxa
20884,2024003_BioResults,4/12/2024,4/12/2024,Eccoptura xanthenes,EcoAnalysts,MOST Wanted Taxa
18818,2024006_BioResults,4/26/2024,4/26/2024,Eccoptura xanthenes,EcoAnalysts,MOST Wanted Taxa
15205,2024059_BioResults,10/23/2024,10/23/2024,Eccoptura xanthenes,EcoAnalysts,MOST Wanted Taxa
16697,2024051_BioResults,10/19/2024,10/19/2024,Eccoptura xanthenes,EcoAnalysts,MOST Wanted Taxa
16431,2024045_BioResults,9/21/2024,9/21/2024,Paragnetina,EcoAnalysts,MOST Wanted Taxa
15249,2024050_BioResults,10/18/2024,10/18/2024,Paragnetina immarginata,EcoAnalysts,MOST Wanted Taxa
16431,2024045_BioResults,9/21/2024,9/21/2024,Paragnetina immarginata,EcoAnalysts,MOST Wanted Taxa
20051,2024021_BioResults,10/13/2024,10/13/2024,Paragnetina immarginata,EcoAnalysts,MOST Wanted Taxa
16438,2024029_BioResults,10/13/2024,10/13/2024,Paragnetina immarginata,EcoAnalysts,MOST Wanted Taxa
20982,2024044_BioResults,9/22/2024,9/22/2024,Paragnetina immarginata,EcoAnalysts,MOST Wanted Taxa
19215,2024002_BioResults,4/12/2024,4/12/2024,Paragnetina media,EcoAnalysts,MOST Wanted Taxa
15280,2024057_BioResults,10/26/2024,10/26/2024,Paragnetina media,EcoAnalysts,MOST Wanted Taxa
20980,2024048_BioResults,9/14/2024,9/14/2024,Paragnetina media,EcoAnalysts,MOST Wanted Taxa
15249,2024062_BioResults,9/25/2024,9/25/2024,Paragnetina media,EcoAnalysts,MOST Wanted Taxa
16438,2024029_BioResults,10/13/2024,10/13/2024,Paragnetina media,EcoAnalysts,MOST Wanted Taxa
19215,2024009_BioResults,10/11/2024,10/11/2024,Paragnetina media,EcoAnalysts,MOST Wanted Taxa
20051,2024021_BioResults,10/13/2024,10/13/2024,Perlodidae,EcoAnalysts,MOST Wanted Taxa
20979,2024056_BioResults,12/24/2024,12/24/2024,Perlodidae,EcoAnalysts,MOST Wanted Taxa
16697,2024051_BioResults,10/19/2024,10/19/2024,Perlodidae,EcoAnalysts,MOST Wanted Taxa
18818,2024006_BioResults,4/26/2024,4/26/2024,Perlodidae,EcoAnalysts,MOST Wanted Taxa
20978,2024053_BioResults,11/16/2024,11/16/2024,Perlodidae,EcoAnalysts,MOST Wanted Taxa
20983,2024052_BioResults,11/6/2024,11/6/2024,Perlodidae,EcoAnalysts,MOST Wanted Taxa
20492,2024008_BioResults,4/26/2024,4/26/2024,Perlodidae,EcoAnalysts,MOST Wanted Taxa
18409,2024022_BioResults,10/16/2024,10/16/2024,Isoperla,EcoAnalysts,MOST Wanted Taxa
20492,2024008_BioResults,4/26/2024,4/26/2024,Isoperla,EcoAnalysts,MOST Wanted Taxa
19215,2024002_BioResults,4/12/2024,4/12/2024,Isoperla,EcoAnalysts,MOST Wanted Taxa
18818,2024006_BioResults,4/26/2024,4/26/2024,Isoperla,EcoAnalysts,MOST Wanted Taxa
16697,2024051_BioResults,10/19/2024,10/19/2024,Isoperla,EcoAnalysts,MOST Wanted Taxa
18413,2024036_BioResults,10/28/2024,10/28/2024,Calopteryx,EcoAnalysts,Moderately Wanted Taxa
18413,2024036_BioResults,10/28/2024,10/28/2024,Calopteryx maculata,EcoAnalysts,Moderately Wanted Taxa
19215,2024009_BioResults,10/11/2024,10/11/2024,Calopteryx maculata,EcoAnalysts,Moderately Wanted Taxa
17992,2024018_BioResults,10/5/2024,10/5/2024,Calopteryx maculata,EcoAnalysts,Moderately Wanted Taxa
19214,2024011_BioResults,10/11/2024,10/11/2024,Calopteryx maculata,EcoAnalysts,Moderately Wanted Taxa
17978,2024028_BioResults,10/30/2024,10/30/2024,Calopteryx maculata,EcoAnalysts,Moderately Wanted Taxa
20492,2024015_BioResults,10/18/2024,10/18/2024,Calopteryx maculata,EcoAnalysts,Moderately Wanted Taxa
20673,2024023_BioResults,10/19/2024,10/19/2024,Calopteryx maculata,EcoAnalysts,Moderately Wanted Taxa
18413,2024036_BioResults,10/28/2024,10/28/2024,Argia,EcoAnalysts,Moderately Wanted Taxa
20976,2024020_BioResults,9/7/2024,9/7/2024,Lebertia,EcoAnalysts,Not Categorized - Other Taxa
20982,2024044_BioResults,9/22/2024,9/22/2024,Sperchon,EcoAnalysts,Not Categorized - Other Taxa
15313,2024010_BioResults,10/11/2024,10/11/2024,Sperchon,EcoAnalysts,Not Categorized - Other Taxa
20673,2024023_BioResults,10/19/2024,10/19/2024,Sperchonopsis,EcoAnalysts,Not Categorized - Other Taxa
20983,2024052_BioResults,11/6/2024,11/6/2024,Torrenticola,EcoAnalysts,Not Categorized - Other Taxa
16696,2024047_BioResults,9/14/2024,9/14/2024,Baetidae,EcoAnalysts,Not Categorized - Other Taxa
20980,2024048_BioResults,9/14/2024,9/14/2024,Baetis,EcoAnalysts,Not Categorized - Other Taxa
16696,2024047_BioResults,9/14/2024,9/14/2024,Baetis,EcoAnalysts,Not Categorized - Other Taxa
16431,2024045_BioResults,9/21/2024,9/21/2024,Baetis,EcoAnalysts,Not Categorized - Other Taxa
20981,2024046_BioResults,9/21/2024,9/21/2024,Baetis,EcoAnalysts,Not Categorized - Other Taxa
20982,2024044_BioResults,9/22/2024,9/22/2024,Baetis,EcoAnalysts,Not Categorized - Other Taxa
15205,2024059_BioResults,10/23/2024,10/23/2024,Baetis,EcoAnalysts,Not Categorized - Other Taxa
20976,2024020_BioResults,9/7/2024,9/7/2024,Baetis,EcoAnalysts,Not Categorized - Other Taxa
18518,2024017_BioResults,9/7/2024,9/7/2024,Baetis,EcoAnalysts,Not Categorized - Other Taxa
19214,2024007_BioResults,4/26/2024,4/26/2024,Acentrella,EcoAnalysts,Not Categorized - Other Taxa
18409,2024022_BioResults,10/16/2024,10/16/2024,Acentrella,EcoAnalysts,Not Categorized - Other Taxa
15764,2024061_BioResults,9/23/2024,9/23/2024,Acentrella,EcoAnalysts,Not Categorized - Other Taxa
16324,2024032_BioResults,9/29/2024,9/29/2024,Acentrella,EcoAnalysts,Not Categorized - Other Taxa
16438,2024029_BioResults,10/13/2024,10/13/2024,Acentrella,EcoAnalysts,Not Categorized - Other Taxa
18518,2024017_BioResults,9/7/2024,9/7/2024,Acentrella,EcoAnalysts,Not Categorized - Other Taxa
20051,2024021_BioResults,10/13/2024,10/13/2024,Baetis flavistriga,EcoAnalysts,Not Categorized - Other Taxa
16697,2024051_BioResults,10/19/2024,10/19/2024,Baetis intercalaris,EcoAnalysts,Not Categorized - Other Taxa
15249,2024062_BioResults,9/25/2024,9/25/2024,Baetis intercalaris,EcoAnalysts,Not Categorized - Other Taxa
15764,2024060_BioResults,9/23/2024,9/23/2024,Baetis tricaudatus,EcoAnalysts,Not Categorized - Other Taxa
15313,2024010_BioResults,10/11/2024,10/11/2024,Baetis tricaudatus,EcoAnalysts,Not Categorized - Other Taxa
16324,2024032_BioResults,9/29/2024,9/29/2024,Baetis tricaudatus,EcoAnalysts,Not Categorized - Other Taxa
15249,2024050_BioResults,10/18/2024,10/18/2024,Baetis tricaudatus,EcoAnalysts,Not Categorized - Other Taxa
18518,2024017_BioResults,9/7/2024,9/7/2024,Baetis tricaudatus,EcoAnalysts,Not Categorized - Other Taxa
16121,2024025_BioResults,9/29/2024,9/29/2024,Baetis tricaudatus,EcoAnalysts,Not Categorized - Other Taxa
18495,2024037_BioResults,10/28/2024,10/28/2024,Baetis tricaudatus,EcoAnalysts,Not Categorized - Other Taxa
20975,2024005_BioResults,4/26/2024,4/26/2024,Baetis tricaudatus,EcoAnalysts,Not Categorized - Other Taxa
14445,2024041_BioResults,10/21/2024,10/21/2024,Baetis tricaudatus,EcoAnalysts,Not Categorized - Other Taxa
19455,2024031_BioResults,10/16/2024,10/16/2024,Baetis tricaudatus,EcoAnalysts,Not Categorized - Other Taxa
15375,2024040_BioResults,10/22/2024,10/22/2024,Baetis tricaudatus,EcoAnalysts,Not Categorized - Other Taxa
16420,2024054_BioResults,10/13/2024,10/13/2024,Baetis tricaudatus,EcoAnalysts,Not Categorized - Other Taxa
16696,2024047_BioResults,9/14/2024,9/14/2024,Procloeon,EcoAnalysts,Not Categorized - Other Taxa
16431,2024045_BioResults,9/21/2024,9/21/2024,Procloeon,EcoAnalysts,Not Categorized - Other Taxa
16123,2024019_BioResults,9/7/2024,9/7/2024,Heterocloeon ,EcoAnalysts,Not Categorized - Other Taxa
20884,2024003_BioResults,4/12/2024,4/12/2024,Heterocloeon ,EcoAnalysts,Not Categorized - Other Taxa
16123,2024004_BioResults,4/12/2024,4/12/2024,Epeorus,EcoAnalysts,MOST Wanted Taxa
