finalID,Name,CountOffinalID,Synonym,RequestAddition,ManualLink,Notes
Labrundinia,Labrundinia,1,0,0,,
Labrundinia pilosella,Labrundinia pilosella,1,0,0,,
Laccophilus,Laccophilus,1,0,0,,
Laevapex fuscus,Laevapex fuscus,1,0,0,,
Lanthus,Lanthus,1,0,0,,
Lanthus parvulus,Lanthus parvulus,1,0,0,,
Lanthus vernalis,Lanthus vernalis,1,0,0,,
Larsia,Larsia,1,0,0,,
Lauterborniella agrayloides,Lauterborniella agrayloides,1,0,0,,
Lebertia,Lebertia,1,0,0,,
Lepidoptera,Lepidoptera,1,0,0,,
Lepidostoma,Lepidostoma,1,0,0,,
Lepidostomatidae,Lepidostomatidae,1,0,0,,
Leptoceridae,Leptoceridae,1,0,0,,
Leptocerus americanus,Leptocerus americanus,1,0,0,,
Leptophlebia,Leptophlebia,1,0,0,,
Leptophlebia cupida,Leptophlebia cupida,1,0,0,,
Leptophlebiidae,Leptophlebiidae,1,0,0,,
Lestes,Lestes,1,0,0,,
Lestes inaequalis,Lestes inaequalis,1,0,0,,
Lethocerus,Lethocerus,1,0,0,,
Leucorrhinia,Leucorrhinia,1,0,0,,
Leucotrichia pictipes,Leucotrichia pictipes,1,0,0,,
Leucrocuta,Leucrocuta,1,0,0,,
Leuctra,Leuctra,1,0,0,,
Leuctra maria,Leuctra maria,1,0,0,,
Leuctridae,Leuctridae,1,0,0,,
Libellula,Libellula,1,0,0,,
Libellulidae,Libellulidae,1,0,0,,
Libellulidae/Corduliidae,Corduliidae/Libellulidae,1,0,0,1,
Limnephilidae,Limnephilidae,1,0,0,,
Limnephiloidea,Limnephiloidea,1,0,0,,
Limnephilus,Limnephilus,1,0,0,,
Limnochares,Limnochares,1,0,0,,
Limnodrilus,Limnodrilus,1,0,0,,
Limnodrilus claparedianus,Limnodrilus claparedianus,1,0,0,,
Limnodrilus hoffmeisteri,Limnodrilus hoffmeisteri,1,0,0,,
Limnodrilus udekemianus,Limnodrilus udekemianus,1,0,0,,
Limnophila,Limnophila (Animalia),1,0,0,1,
Limnophora,Limnophora,1,0,0,,
Limnophyes,Limnophyes,1,0,0,,
Limonia,Limonia (Limoniini),1,0,0,1,
Limoniinae,Limoniinae,1,0,0,,
Liodessus,Liodessus,1,0,0,,
Lioporeus,Lioporeus,1,0,0,,
Lopescladius,Lopescladius,1,0,0,,
Lumbricidae,Lumbricidae,1,0,0,,
Lumbricina,Lumbricina,1,0,0,,
Lumbriculidae,Lumbriculidae,1,0,0,,
Lumbriculus,Lumbriculus,1,0,0,,
Lymnaeidae,Lymnaeidae,1,0,0,,
Lype,Lype,1,0,0,,
Lype diversa,Lype diversa,1,0,0,,
Maccaffertium,Maccaffertium,1,0,0,,
Maccaffertium ithaca,Maccaffertium ithaca,1,0,0,,
Maccaffertium luteum,Maccaffertium luteum,1,0,0,,
Maccaffertium mediopunctatum,Maccaffertium mediopunctatum,1,0,0,,
Maccaffertium mediopunctatum/ithaca,Maccaffertium,1,0,0,1,
Maccaffertium meririvulanum,Maccaffertium meririvulanum,1,0,0,,
Maccaffertium mexicanum,Maccaffertium mexicanum,1,0,0,,
Maccaffertium modestum,Maccaffertium modestum,1,0,0,,
Maccaffertium modestum group,Maccaffertium,1,0,0,1,
Maccaffertium pudicum,Maccaffertium pudicum,1,0,0,,
Maccaffertium terminatum,Maccaffertium terminatum,1,0,0,,
Maccaffertium vicarium,Maccaffertium vicarium,1,0,0,,
Macrocyclops albidus,Macrocyclops albidus,1,0,0,,
Macrocyclops fuscus,Macrocyclops fuscus,1,0,0,,
Macromia,Macromia,1,0,0,,
Macromia illinoiensis,Macromia illinoiensis,1,0,0,,
Macromiinae,Macromiinae,1,1,0,1,Macromiidae- Updated on master taxa list
Macronychus,Macronychus,1,0,0,,
Macronychus glabratus,Macronychus glabratus,1,0,0,,
Macrostemum,Macrostemum,1,0,0,,
Macrostemum carolina,Macrostemum carolina,1,0,0,,
Macrostemum zebratum,Macrostemum zebratum,1,0,0,,
Malirekus hastatus,Malirekus hastatus,1,0,0,,
Manayunkia speciosa,Manayunkia speciosa,1,0,0,,
Margaritifera margaritifera,Margaritifera margaritifera,1,0,0,,
Mayatrichia ,Mayatrichia,1,0,0,,
Menetus dilatatus,Menetus dilatatus,1,0,0,,
Mesovelia,Mesovelia,1,0,0,,
Metretopodidae,Metretopodidae,1,0,0,,
Metriocnemus,Metriocnemus,1,0,0,,
Micrasema,Micrasema,1,0,0,,
Micrasema Rusticum group,Micrasema rusticum group,1,0,0,,
Micrasema sprulesi,Micrasema sprulesi,1,0,0,,
Microchironomus,Microchironomus,1,0,0,,
Microcrambus,Microcrambus,1,0,0,,
Microcylloepus,Microcylloepus,1,0,0,,
Microcylloepus pusillus,Microcylloepus pusillus,1,0,0,,
Micromenetus,Micromenetus,1,0,0,,
Micropsectra,Micropsectra,1,0,0,,
Micropsectra polita,Micropsectra polita,1,0,0,,
Micropsectra/Tanytarsus,Micropsectra/Tanytarsus,1,0,0,,
Microtendipes,Microtendipes,1,0,0,,
Microtendipes pedellus group,Microtendipes pedellus group,1,0,0,,
Microtendipes rydalensis group,Microtendipes rydalensis group,1,0,0,,
Microvelia,Microvelia,1,0,0,,
Mideopsis,Mideopsis,1,0,0,,
Mideopsis/Nudomideopsis magnacetabula,Mideopsis/Nudomideopsis magnacetabula,1,0,1,1,Valid ITIS superfamily Arrenuroidea that covers both the spp. and genus listed A:  https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=895646#null
Molanna,Molanna,1,0,0,,
Molanna blenda,Molanna blenda,1,0,0,,
Molannidae,Molannidae,1,0,0,,
Molophilus,Molophilus,1,0,0,,
Monatractides,Monatractides,1,0,0,,
Muscidae,Muscidae,1,0,0,,
Musculium ,Musculium,1,0,0,,
Mystacides,Mystacides,1,0,0,,
Mystacides sepulchralis,Mystacides sepulchralis,1,0,0,,
Naididae,Naididae,1,0,0,,
Naidinae,Naidinae,1,0,0,,
Nais,Nais (Animalia),1,0,0,1,
Nais barbata,Nais barbata,1,0,0,,
Nais behningi,Nais behningi,1,0,0,,
Nais bretscheri,Nais bretscheri,1,0,0,,
Nais communis,Nais communis,1,0,0,,
Nais pardalis,Nais pardalis,1,0,0,,
Nais variabilis,Nais variabilis,1,0,0,,
Nanocladius,Nanocladius,1,0,0,,
Nanocladius (Plecopteracoluthus),Nanocladius (Plecopteracoluthus),1,0,0,,
Nanocladius branchicolus,Nanocladius branchicolus,1,0,0,,
Nanocladius crassicornis,Nanocladius crassicornis,1,0,0,1,Not in ITIS Other ref? or go up to genus?
Nanocladius distinctus,Nanocladius distinctus,1,0,0,,
Nanocladius minimus,Nanocladius minimus,1,0,0,,
Nanocladius rectinervis,Nanocladius rectinervis,1,0,0,,
Nanocladius spiniplenus,Nanocladius spiniplenus,1,0,0,,
Natarsia,Natarsia,1,0,0,,
Nectopsyche,Nectopsyche,1,0,0,,
Nematoda,Nematoda,1,1,0,1,Nemata- Updated on master taxa list
Nematoda,Nematoda,1,0,0,,
Nematomorpha,Nematomorpha,1,0,0,,
Nemertea,Nemertea,1,0,0,,
Nemotaulius hostilis,Nemotaulius hostilis,1,0,0,,
Nemotelus,Nemotelus,1,0,0,,
Nemoura,Nemoura,1,0,0,,
Nemouridae,Nemouridae,1,0,0,,
Neocloeon,Cloeon,1,0,0,1,
Neoleptophlebia,Neoleptophlebia sp.,1,0,0,1,
Neoperla,Neoperla,1,0,0,,
Neoperla clymene,Neoperla clymene,1,0,0,,
Neophylax,Neophylax,1,0,0,,
Neophylax fuscus,Neophylax fuscus,1,0,0,,
Neoplasta,Neoplasta,1,0,0,,
Neoplea,Neoplea,1,0,0,,
Neoplea striola,Neoplea striola,1,0,0,,
Neoporus,Neoporus,1,0,0,,
Neoporus carolinus,Neoporus carolinus,1,0,0,,
Neoporus clypealis,Neoporus clypealis,1,0,0,,
Neostempellina,Neostempellina,1,0,0,,
Neostempellina reissi,Neostempellina reissi,1,0,0,,
Nephelopsis obscura,Nephelopsis obscura,1,0,0,,
Neumania,Neumania,1,0,0,,
Neureclipsis,Neureclipsis,1,0,0,,
Neurocordulia yamaskanensis,Neurocordulia yamaskanensis,1,0,0,,
Nigronia,Nigronia,1,0,0,,
Nigronia serricornis,Nigronia serricornis,1,0,0,,
Nilotanypus,Nilotanypus,1,0,0,,
Nilotanypus fimbriatus,Nilotanypus fimbriatus,1,0,0,,
Nilothauma,Nilothauma,1,0,0,,
Nixe,Nixe,1,0,0,,
Noctuidae,Noctuidae,1,0,0,,
Notonecta,Notonecta,1,0,0,,
Notonecta insulata,Notonecta insulata,1,0,0,,
Notonecta irrorata,Notonecta irrorata,1,0,0,,
Nyctiophylax,Nyctiophylax,1,0,0,,
Ochrotrichia,Ochrotrichia,1,0,0,,
Odonata,Odonata,1,0,0,,
Odontoceridae,Odontoceridae,1,0,0,,
Odontomyia,Odontomyia,1,0,0,,
Oecetis,Oecetis,1,0,0,,
Oecetis avara,Oecetis avara,1,0,0,,
Oecetis avara group,Oecetis avara group,1,0,0,,
Oecetis persimilis,Oecetis persimilis,1,0,0,,
Oecetis testacea group,Oecetis testacea group,1,0,0,,
Oemopteryx,Oemopteryx,1,0,0,,
Oemopteryx glacialis,Oemopteryx glacialis,1,0,0,,
Oligochaeta,Oligochaeta (Oligochaeta),1,0,0,1,
Oligostomis,Oligostomis,1,0,0,,
Ophidonais serpentina,Ophidonais serpentina,1,0,0,,
Ophiogomphus,Ophiogomphus,1,0,0,,
Ophiogomphus carolus,Ophiogomphus carolus,1,0,0,,
Ophiogomphus mainensis,Ophiogomphus mainensis,1,0,0,,
Ophiogomphus rupinsulensis,Ophiogomphus rupinsulensis,1,0,0,,
Optioservus,Optioservus,1,0,0,,
Optioservus elegans,Optioservus elegans,1,0,1,1,Valid name in ITIS: https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1065305#null
Optioservus Elegans group,Optioservus Elegans group,1,0,0,1,Valid name in ITIS: https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=1065305#null
Optioservus immunis,Optioservus immunis,1,0,0,,
Optioservus ovalis,Optioservus ovalis,1,0,0,,
Optioservus tardellus,Optioservus tardellus,1,0,0,,
Optioservus trivittatus,Optioservus trivittatus,1,0,0,,
Orconectes,Orconectes,1,0,0,,
Orconectes immunis,Orconectes immunis,1,0,0,,
Orconectes limosus,Orconectes limosus,1,0,0,,
Orconectes neglectus,Orconectes neglectus,1,0,0,,
Orconectes rusticus,Orconectes rusticus,1,0,0,,
Orconectes virilis,Orconectes virilis,1,0,0,,
Oreogeton,Oreogeton,1,0,0,,
Oribatei,Oribatida,1,0,0,1,
Oribatida,Oribatida,1,0,0,,
Ormosia,Ormosia (Eriopterini),1,0,0,1,
Orthocladiinae,Orthocladiinae,1,0,0,,
Orthocladius,Orthocladius,1,0,0,,
Orthocladius (Eudactylocladius) dubitatus,Orthocladius dubitatus,1,0,0,1,
Orthocladius (Euorthocladius),Orthocladius (Euorthocladius),1,0,0,,
Orthocladius (Euorthocladius) rivicola,Orthocladius rivicola,1,0,0,1,
Orthocladius (Euorthocladius) rivicola group,Orthocladius rivicola group,1,0,0,1,
Orthocladius (Euorthocladius) rivulorum,Orthocladius rivulorum,1,0,0,1,
Orthocladius (Orthocladius),Orthocladius (Orthocladius),1,0,0,,
Orthocladius (Orthocladius) annectens,Orthocladius annectens,1,0,0,1,
Orthocladius (Orthocladius) carlatus,Orthocladius carlatus,1,0,0,1,
Orthocladius (Orthocladius) clarkei/obumbratus,Orthocladius (Orthocladius),1,0,0,1,
Orthocladius (Orthocladius) dorenus,Orthocladius dorenus,1,0,0,1,
Orthocladius (Orthocladius) nigritus,Orthocladius nigritus,1,0,0,1,
Orthocladius (Orthocladius) oliveri,Orthocladius oliveri,1,0,0,1,
Orthocladius (Symposiocladius) lignicola,Orthocladius lignicola,1,0,0,1,
Orthocladius Complex,Orthocladius Complex,1,0,0,,
Orthocladius obumbratus,Orthocladius obumbratus,1,0,0,,
Orthotrichia,Orthotrichia,1,0,0,,
Osphranticum labronectum,Osphranticum labronectum,1,0,0,,
Ostracoda,Ostracoda,1,0,0,,
Ostrocerca,Ostrocerca,1,0,0,,
Ostrocerca albidipennis,Ostrocerca albidipennis,1,0,0,,
Oulimnius,Oulimnius,1,0,0,,
Oulimnius latiusculus,Oulimnius latiusculus,1,0,0,,
Oulimnius nitidulus,Oulimnius nitidulus,1,0,0,,
Oxyethira,Oxyethira,1,0,0,,
Pachydiplax longipennis,Pachydiplax longipennis,1,0,0,,
Pagastia,Pagastia,1,0,0,,
Pagastia orthogonia,Pagastia orthogonia,1,0,0,,
Pagastiella,Pagastiella,1,0,0,,
Palaeagapetus celsus,Palaeagapetus celsus,1,0,0,,
Palmacorixa buenoi,Palmacorixa buenoi,1,0,0,,
Palmacorixa nana,Palmacorixa nana,1,0,0,,
Paracapnia,Paracapnia,1,0,0,,
Parachaetocladius,Parachaetocladius,1,0,0,,
Parachironomus,Parachironomus,1,0,0,,
Parachironomus abortivus,Parachironomus abortivus,1,0,0,,
Parachironomus frequens,Parachironomus frequens,1,0,0,,
Paracladopelma,Paracladopelma,1,0,0,,
Paracricotopus,Paracricotopus,1,0,0,,
Paragnetina,Paragnetina,1,0,0,,
Paragnetina immarginata,Paragnetina immarginata,1,0,0,,
Paragnetina media,Paragnetina media,1,0,0,,
Parakiefferiella,Parakiefferiella,1,0,0,,
Paralauterborniella nigrohalterale,Paralauterborniella nigrohalterale,1,0,0,,
Paraleptophlebia,Paraleptophlebia,1,0,0,,
Paraleptophlebia adoptiva,Paraleptophlebia adoptiva,1,1,0,1,Neoleptophlebia adoptiva- Updated on master taxa list
Paraleptophlebia debilis,Paraleptophlebia debilis,1,0,0,,
Paraleptophlebia mollis,Paraleptophlebia mollis,1,0,0,,
Paraleuctra sara,Paraleuctra sara,1,0,0,,
Paramerina,Paramerina,1,0,0,,
Parametriocnemus,Parametriocnemus,1,0,0,,
Paranemoura perfecta,Paranemoura perfecta,1,0,0,,
Paraphaenocladius,Paraphaenocladius,1,0,0,,
Paraponyx,Paraponyx,1,0,0,,
Parapoynx,Parapoynx,1,0,0,,
Parapsyche apicalis ,Parapsyche apicalis,1,0,0,,
Paratanytarsus,Paratanytarsus,1,0,0,,
Paratanytarsus longistilus,Paratanytarsus longistilus,1,0,0,1,Not in ITIS Other ref?  Or go up to genus?
Paratendipes,Paratendipes,1,0,0,,
Paratendipes albimanus,Paratendipes albimanus,1,0,0,,
Pedicia,Pedicia,1,0,0,,
Pelocoris,Pelocoris,1,0,0,,
Peltodytes,Peltodytes,1,0,0,,
Peltoperla arcuata,Peltoperla arcuata,1,0,0,,
Peltoperlidae,Peltoperlidae,1,0,0,,
Penelomax septentrionalis,Penelomax septentrionalis,1,0,0,,
Pentaneura,Pentaneura,1,0,0,,
Pentaneurini,Pentaneurini,1,0,0,,
Pericoma,Pericoma,1,0,0,,
Perlesta placida,Perlesta placida,1,0,0,,
Perlidae,Perlidae,1,0,0,,
Perlinella drymo,Perlinella drymo,1,0,0,,
Perlodidae,Perlodidae,1,0,0,,
Perlodini,Perlodini,1,0,0,,
Petrophila,Petrophila,1,0,0,,
Phaenopsectra,Phaenopsectra,1,0,0,,
Phaenopsectra obediens group,Phaenopsectra obediens group,1,0,0,,
Phaenopsectra punctipes group,Phaenopsectra punctipes group,1,0,0,,
Phalacrocera,Phalacrocera,1,0,0,,
Philopotamidae,Philopotamidae,1,0,0,,
Phryganeidae,Phryganeidae,1,0,0,,
Phylocentropus,Phylocentropus,1,0,0,,
Physa,Physa,1,0,0,,
Physa gyrina,Physa gyrina,1,0,0,,
Physa heterostropha,Physa heterostropha,1,0,0,,
Physa integra/heterostropha group,Physa,1,0,0,1,
Physella,Physella,1,0,0,,
Physella acuta,Physella acuta,1,0,0,,
Physidae,Physidae,1,0,0,,
Piguetiella blanci,Piguetiella blanci,1,1,0,1,Piquetiella blanci- Updated on master taxa list
Pilaria,Pilaria,1,0,0,,
Pisidiidae,Pisidiidae,1,0,0,,
Pisidiidae,Pisidiidae,1,1,0,1,Sphaeriidae- Updated on master taxa list
Pisidium,Pisidium,1,0,0,,
Planariidae,Planariidae,1,0,0,,
Planorbella,Planorbella,1,0,0,,
Planorbella trivolvis,Planorbella trivolvis,1,1,0,1,Helisoma trivolvis- Updated on master taxa list
Planorbella trivolvis group,Planorbella trivolvis,1,0,0,1,
Planorbidae,Planorbidae,1,0,0,,
Planorbula armigera,Planorbula armigera,1,0,0,,
Platycentropus,Platycentropus,1,0,0,,
Plauditus,Plauditus,1,0,0,,
Plecoptera,Plecoptera,1,0,0,,
Plectrocnemia,Plectrocnemia,1,0,0,,
Polycentropodidae,Polycentropodidae,1,0,0,,
Polycentropus,Polycentropus,1,0,0,,
Polypedilum,Polypedilum,1,0,0,,
Polypedilum aviceps,Polypedilum aviceps,1,0,0,,
Polypedilum braseniae,Polypedilum braseniae,1,0,0,,
Polypedilum epleri,Polypedilum epleri,1,0,0,,
Polypedilum fallax,Polypedilum fallax,1,0,0,,
Polypedilum fallax group,Polypedilum fallax group,1,0,0,,
Polypedilum flavum,Polypedilum flavum,1,0,0,,
Polypedilum halterale group,Polypedilum halterale group,1,0,0,,
Polypedilum illinoense group,Polypedilum illinoense group,1,0,0,,
Polypedilum laetum,Polypedilum laetum,1,0,0,,
Polypedilum ontario,Polypedilum ontario,1,0,0,,
Polypedilum scalaenum group,Polypedilum scalaenum group,1,0,0,,
Polypedilum tritum,Polypedilum tritum,1,0,0,,
Potamanthidae,Potamanthidae,1,0,0,,
Potthastia,Potthastia,1,0,0,,
Potthastia gaedii,Potthastia gaedii,1,0,0,,
Potthastia gaedii group,Potthastia gaedii group,1,0,0,,
Potthastia longimana,Potthastia longimana,1,0,0,,
Potthastia longimana group,Potthastia longimana group,1,0,0,,
Potthastia longimana/gaedii group,Potthastia,1,0,0,1,
Pristina,Pristina,1,0,0,,
Pristina jenkinae,Pristina jenkinae,1,0,0,,
Pristina osborni,Pristina osborni,1,0,0,,
Pristinella osborni,Pristinella osborni,1,0,0,,
Probezzia,Probezzia,1,0,0,,
Procambarus,Procambarus,1,0,0,,
Procambarus acutus,Procambarus acutus,1,0,0,,
Procambarus clarkii,Procambarus clarkii,1,0,0,,
Procladius,Procladius,1,0,0,,
Procladius (Holotanypus),Procladius (Holotanypus),1,0,0,,
Procloeon,Procloeon,1,0,0,,
Prodiamesa,Prodiamesa,1,0,0,,
Promenetus exacuous,Promenetus exacuous,1,0,0,,
Promoresia,Promoresia,1,0,0,,
Promoresia elegans,Promoresia elegans,1,0,0,,
Promoresia tardella,Promoresia tardella,1,0,0,,
Prosimulium,Prosimulium,1,0,0,,
Prostoia,Prostoia,1,0,0,,
Prostoma,Prostoma,1,0,0,,
Prostoma graecense,Prostoma graecense,1,0,0,,
Protoplasa fitchii,Protoplasa fitchii,1,0,0,,
Protoptila,Protoptila,1,0,0,,
Protzia,Protzia,1,0,0,,
Protzia exima,Protzia exima,1,0,0,1,Valid name in ITIS: https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=83171#null
Psectrocladius,Psectrocladius,1,0,0,,
Psectrocladius (Psectrocladius),Psectrocladius,1,0,0,1,
Psectrotanypus,Psectrotanypus,1,0,0,,
Psephenidae,Psephenidae,1,0,0,,
Psephenus herricki,Psephenus herricki,1,0,0,,
Pseudochironomus,Pseudochironomus,1,0,0,,
Pseudocloeon,Pseudocloeon,1,0,0,,
Pseudocloeon frondale,Pseudocloeon frondale,1,0,0,,
Pseudolimnophila,Pseudolimnophila,1,0,0,,
Pseudorthocladius,Pseudorthocladius,1,0,0,,
Pseudosmittia ,Pseudosmittia,1,0,0,,
Pseudosuccinea columella,Pseudosuccinea columella,1,0,0,,
Psilometriocnemus,Psilometriocnemus,1,0,0,,
Psilotreta,Psilotreta,1,0,0,,
Psilotreta frontalis,Psilotreta frontalis,1,0,0,,
Psilotreta labida,Psilotreta labida,1,0,0,,
Psychoda,Psychoda,1,0,0,,
Psychodidae,Psychodidae,1,0,0,,
Psychoglypha,Psychoglypha,1,0,0,,
Psychomyia,Psychomyia,1,0,0,,
Psychomyia flavida,Psychomyia flavida,1,0,0,,
Psychomyia nomada,Psychomyia nomada,1,0,0,,
Psychomyiidae,Psychomyiidae,1,0,0,,
Pteronarcyidae,Pteronarcyidae,1,0,0,,
Pteronarcys,Pteronarcys,1,0,0,,
Pteronarcys biloba,Pteronarcys biloba,1,0,0,,
Pteronarcys proteus,Pteronarcys proteus,1,0,0,,
Ptilodactylidae,Ptilodactylidae,1,0,0,,
Ptilostomis,Ptilostomis,1,0,0,,
Pycnopsyche,Pycnopsyche,1,0,0,,
Quistradrilus multisetosus,Quistadrilus multisetosus,1,0,0,1,
Ranatra,Ranatra,1,0,0,,
Ranatra nigra,Ranatra nigra,1,0,0,,
Rasvena,Rasvena,1,0,0,,
Rasvena terna,Rasvena terna,1,0,0,,
Remenus bilobatus,Remenus bilobatus,1,0,0,,
Rhagovelia,Rhagovelia,1,0,0,,
Rhantus,Rhantus,1,0,0,,
Rheocricotopus,Rheocricotopus,1,0,0,,
Rheocricotopus (robacki),Rheocricotopus robacki,1,0,0,1,
Rheocricotopus robacki,Rheocricotopus robacki,1,0,0,,
Rheosmittia,Rheosmittia,1,0,0,,
Rheosmittia arcuata,Rheosmittia arcuata,1,0,0,,
Rheotanytarsus,Rheotanytarsus,1,0,0,,
Rheotanytarsus distinctissimus group,Rheotanytarsus,1,0,0,1,
Rheotanytarsus exiguus group,Rheotanytarsus exiguus group,1,0,0,,
Rheotanytarsus pellucidus,Rheotanytarsus pellucidus,1,0,0,,
Rheotanytarsus pellucidus group,Rheotanytarsus,1,0,0,1,
Rheumatobates,Rheumatobates,1,0,0,,
Rhithrogena,Rhithrogena,1,0,0,,
Rhyacophila,Rhyacophila,1,0,0,,
Rhyacophila acutiloba,Rhyacophila acutiloba,1,0,0,,
Rhyacophila angelita,Rhyacophila angelita,1,0,0,,
Rhyacophila atrata,Rhyacophila atrata,1,0,0,,
Rhyacophila carolina,Rhyacophila carolina,1,0,0,,
Rhyacophila carolina group,Rhyacophila carolina group,1,0,0,,
Rhyacophila formosa,Rhyacophila formosa,1,0,0,,
Rhyacophila fuscula,Rhyacophila fuscula,1,0,0,,
Rhyacophila invaria group,Rhyacophila invaria group,1,0,0,,
Rhyacophila mainensis,Rhyacophila mainensis,1,0,0,,
Rhyacophila manistee,Rhyacophila manistee,1,0,0,,
Rhyacophila minora,Rhyacophila minora,1,0,0,,
Rhyacophila nigrita,Rhyacophila nigrita,1,0,0,,
Rhyacophila nigrita complex,Rhyacophila,1,0,0,1,
Rhyacophila sibirica,Rhyacophila sibirica,1,0,0,,
Rhyacophila torva,Rhyacophila torva,1,0,0,,
Rhyacophila Type C,Rhyacophila,1,0,0,1,
Rhyacophila Type D,Rhyacophila,1,0,0,1,
Rhyacophila Type E,Rhyacophila,1,0,0,1,
Rhyacophila Type F,Rhyacophila,1,0,0,1,
Rhyacophilidae,Rhyacophilidae,1,0,0,,
Rhyncholimnochares,Rhyncholimnochares,1,0,0,,
Ripistes parasita,Ripistes parasita,1,0,0,,
Rissooidea,Rissooidea,1,0,0,,
Robackia,Robackia,1,0,0,,
Robackia demeijerei,Robackia demeijerei,1,0,0,,
Roederiodes,Roederiodes,1,0,0,,
Saetheria,Saetheria,1,0,0,,
Saetheria tylus,Saetheria tylus,1,0,0,,
Sciaridae,Sciaridae,1,0,0,,
Sciomyzidae,Sciomyzidae,1,0,0,,
Scirtidae,Scirtidae,1,0,0,,
Sericostomatidae,Sericostomatidae,1,0,0,,
Serratella,Serratella,1,0,0,,
Serratella frisoni,Serratella frisoni,1,0,0,,
Serratella serrata,Serratella serrata,1,0,0,,
Serratella serratoides,Serratella serratoides,1,0,0,,
Setodes,Setodes,1,0,0,,
Shipsa rotunda,Shipsa rotunda,1,0,0,,
Sialidae,Sialidae,1,0,0,,
Sialis,Sialis,1,0,0,,
Sigara,Sigara,1,0,0,,
Sigara dolabra,Sigara dolabra,1,0,0,,
Sigara modesta,Sigara modesta,1,0,0,,
Simocephalus,Simocephalus,1,0,0,,
Simuliidae,Simuliidae,1,0,0,,
Simulium,Simulium,1,0,0,,
Simulium (Eusimulium),Simulium,1,0,0,1,
Simulium fibrinflatum,Simulium fibrinflatum,1,0,0,,
Simulium jenningsi,Simulium jenningsi,1,0,0,,
Simulium jenningsi group,Simulium jenningsi group,1,0,0,,
Simulium tuberosum complex,Simulium tuberosum complex,1,0,0,,
Simulium tuberosum group,Simulium,1,0,0,1,
Simulium ubiquitum,Simulium ubiquitum,1,0,0,1,Not in ITIS Other ref?  Or go up to genus?
Simulium venustum group,Simulium venustum group,1,0,0,1,There is a Simulium venustum complex but not group.  Same thing?
Simulium vittatum,Simulium vittatum,1,0,0,,
Siphlonuridae,Siphlonuridae,1,0,0,,
Siphlonurus,Siphlonurus,1,0,0,,
Siphlonurus quebecensis,Siphlonurus quebecensis,1,0,0,,
Siphloplecton ,Siphloplecton,1,0,0,,
Sisyridae,Sisyridae,1,0,0,,
Slavina appendiculata,Slavina appendiculata,1,0,0,,
Smittia,Smittia,1,0,0,,
Somatochlora,Somatochlora,1,0,0,,
Soyedina,Soyedina,1,0,0,,
Soyedina vallicularia/washingtoni,Soyedina,1,0,0,1,
Sparganophilus,Sparganophilus,1,0,0,,
Specaria josinae,Specaria josinae,1,0,0,,
Sperchon,Sperchon,1,0,0,,
Sperchonopsis,Sperchonopsis,1,0,0,,
Sperchopsis tessellata,Sperchopsis tessellata,1,0,0,,
Sphaerium,Sphaerium,1,0,0,,
Sphaerium simile,Sphaerium simile,1,0,0,,
Spirosperma ferox,Spirosperma ferox,1,0,0,,
Stagnicola,Stagnicola,1,0,0,,
Stagnicola elodes,Stagnicola elodes,1,0,0,,
Staphylinidae,Staphylinidae,1,0,0,,
Stegopterna,Stegopterna,1,0,0,,
Stempellinella,Stempellinella,1,0,0,,
Stempellinella fimbriata,Stempellinella fimbriata,1,0,0,,
Stenacron,Stenacron,1,0,0,,
Stenacron interpunctatum,Stenacron interpunctatum,1,0,0,,
Stenelmis,Stenelmis,1,0,0,,
Stenelmis concinna,Stenelmis concinna,1,0,0,,
Stenelmis crenata,Stenelmis crenata,1,0,0,,
Stenelmis humerosa,Stenelmis humerosa,1,0,0,,
Stenelmis markeli,Stenelmis markeli,1,0,0,,
Stenelmis mera,Stenelmis mera,1,0,0,,
Stenelmis mirabilis,Stenelmis mirabilis,1,0,0,,
Stenelmis sandersoni,Stenelmis sandersoni,1,0,0,,
Stenochironomus,Stenochironomus,1,0,0,,
Stenonema femoratum,Stenonema femoratum,1,0,0,,
Stictochironomus,Stictochironomus,1,0,0,,
Stilocladius,Stilocladius,1,0,0,,
Stilocladius clinopecten,Stilocladius clinopecten,1,0,0,,
Stratiomyidae,Stratiomyidae,1,0,0,,
Strophopteryx fasciata,Strophopteryx fasciata,1,0,0,,
Stygobromus,Stygobromus,1,0,0,,
Stygothrombium,Stygothrombium,1,0,0,,
Stylaria lacustris,Stylaria lacustris,1,0,0,,
Stylodrilus,Stylodrilus,1,0,0,,
Stylodrilus heringianus,Stylodrilus heringianus,1,0,0,,
Stylogomphus albistylus,Stylogomphus albistylus,1,0,0,,
Stylommatophora,Stylommatophora,1,0,0,,
Stylurus,Stylurus,1,0,0,,
Stylurus plagiatus,Stylurus plagiatus,1,0,0,,
Stylurus spiniceps,Stylurus spiniceps,1,0,0,,
Sublettea,Sublettea,1,0,0,,
Sublettea coffmani,Sublettea coffmani,1,0,0,,
Succinea,Succinea,1,0,0,,
Suwallia,Suwallia,1,0,0,,
Suwallia/Sweltza,Chloroperlinae,1,0,0,1,
